name,movie_title
Estella Warren,The Cooler
Paul Sorvino,The Cooler
Shawn Hatosy,The Cooler
Montgomery Clift,The Misfits
Kevin McCarthy,The Misfits
Thelma Ritter,The Misfits
Robin Williams,The Night Listener
Joe Morton,The Night Listener
Rory Culkin,The Night Listener
Vincent Pastore,The Jerky Boys
William Hickey,The Jerky Boys
Peter Appel,The Jerky Boys
Frank Grillo,My Soul to Take
Emily Meade,My Soul to Take
Zena Grey,My Soul to Take
Geraldine Chaplin,The Orphanage
Belén Rueda,The Orphanage
Fernando Cayo,The Orphanage
Ashley Rickards,A Haunted House 2
Essence Atkins,A Haunted House 2
Gabriel Iglesias,A Haunted House 2
Ian Somerhalder,The Rules of Attraction
Faye Dunaway,The Rules of Attraction
Clifton Collins Jr.,The Rules of Attraction
Roscoe Lee Browne,Topaz
John Vernon,Topaz
Philippe Noiret,Topaz
Dylan Baker,Let's Go to Prison
Chi McBride,Let's Go to Prison
Amy Hill,Let's Go to Prison
Salma Hayek,Four Rooms
Alicia Witt,Four Rooms
Lili Taylor,Four Rooms
Jeremy Davies,Secretary
Stephen McHattie,Secretary
Lesley Ann Warren,Secretary
Laura Ramsey,The Real Cancun
Alan Taylor,The Real Cancun
Benjamin Fletcher,The Real Cancun
Michael Wincott,Talk Radio
Zach Grenier,Talk Radio
Bill Johnson,Talk Radio
Catherine O'Hara,Waiting for Guffman
Fred Willard,Waiting for Guffman
Larry Miller,Waiting for Guffman
Ivana Milicevic,Love Stinks
Tyra Banks,Love Stinks
Bridgette Wilson-Sampras,Love Stinks
Philip Baker Hall,You Kill Me
Aaron Hughes,You Kill Me
Jayne Eastwood,You Kill Me
Kelli Garner,Thumbsucker
Lou Taylor Pucci,Thumbsucker
Nancy O'Dell,Thumbsucker
Anna Gunn,Red State
Michael Angarano,Red State
Stephen Root,Red State
Stephanie Leonidas,Mirrormask
Gina McKee,Mirrormask
Rob Brydon,Mirrormask
Collin Alfredo St. Dic,Samsara
Balinese Tari Legong Dancers,Samsara
Puti Sri Candra Dewi,Samsara
Michael Berryman,The Barbarians
Eva LaRue,The Barbarians
Richard Lynch,The Barbarians
Michael Angarano,The Art of Getting By
Blair Underwood,The Art of Getting By
Rita Wilson,The Art of Getting By
Ray Winstone,Zipper
Alexandra Breckenridge,Zipper
Elena Satine,Zipper
Chazz Palminteri,Poolhall Junkies
Ricky Schroder,Poolhall Junkies
Ernie Reyes Jr.,Poolhall Junkies
Kelly Macdonald,The Loss of Sexual Innocence
Saffron Burrows,The Loss of Sexual Innocence
Julian Sands,The Loss of Sexual Innocence
Kylie Minogue,Holy Motors
Leos Carax,Holy Motors
Denis Lavant,Holy Motors
Nicolas Cage,Joe
Tye Sheridan,Joe
Ronnie Gene Blevins,Joe
Peter McNamara,Shooting Fish
Dan Futterman,Shooting Fish
Ralph Ineson,Shooting Fish
Viggo Mortensen,Prison
Lane Smith,Prison
Hal Landon Jr.,Prison
Lauren Ambrose,Psycho Beach Party
Kathleen Robertson,Psycho Beach Party
Beth Broderick,Psycho Beach Party
Craig Ferguson,The Big Tease
Frances Fisher,The Big Tease
Mary McCormack,The Big Tease
Hector Kotsifakis,"Buen Día, Ramón"
Adriana Barraza,"Buen Día, Ramón"
Arcelia Ramírez,"Buen Día, Ramón"
Noah Emmerich,Trust
Jordan Trovillion,Trust
Zoe Levin,Trust
Anna Friel,An Everlasting Piece
Brían F. O'Byrne,An Everlasting Piece
Pauline McLynn,An Everlasting Piece
Rachel Griffiths,Among Giants
Alan Williams,Among Giants
Rob Jarvis,Among Giants
Robin Wright,Adore
Naomi Watts,Adore
Ben Mendelsohn,Adore
Salma Hayek,The Velocity of Gary
Danny Arroyo,The Velocity of Gary
Olivia d'Abo,The Velocity of Gary
Luis Tosar,Mondays in the Sun
Enrique Villén,Mondays in the Sun
Aida Folch,Mondays in the Sun
Connor Paolo,Stake Land
Michael Cerveris,Stake Land
Nick Damici,Stake Land
Keanu Reeves,The Last Time I Committed Suicide
Marg Helgenberger,The Last Time I Committed Suicide
Gretchen Mol,The Last Time I Committed Suicide
Wagner Moura,Futuro Beach
Clemens Schick,Futuro Beach
Jesuíta Barbosa,Futuro Beach
George Kennedy,Another Happy Day
Ezra Miller,Another Happy Day
Demi Moore,Another Happy Day
Ed Speleers,A Lonely Place to Die
Eamonn Walker,A Lonely Place to Die
Sean Harris,A Lonely Place to Die
David Hewlett,Nothing
Angelo Tsarouchas,Nothing
Marie-Josée Croze,Nothing
Konstantin Khabenskiy,The Geographer Drank His Globe Away
Elena Lyadova,The Geographer Drank His Globe Away
Eugenia Khirivskaya,The Geographer Drank His Globe Away
Blythe Danner,1776
Ken Howard,1776
Howard Caine,1776
Saad Siddiqui,Inescapable
Bonnie Lee Bouman,Inescapable
Fadia Nadda,Inescapable
Jean Harlow,Hell's Angels
Marian Marsh,Hell's Angels
James Hall,Hell's Angels
Debra Messing,Purple Violets
Rosemarie DeWitt,Purple Violets
Peter Jacobson,Purple Violets
Lily Rabe,The Veil
Shannon Woodward,The Veil
Kira McLean,The Veil
Robin McLeavy,The Loved Ones
Jessica McNamee,The Loved Ones
Victoria Thaine,The Loved Ones
Kristen Quintrall,No Vacancy
Rachel Sterling,No Vacancy
Black Thomas,No Vacancy
Eric Mabius,How to Fall in Love
Gina Holden,How to Fall in Love
Brooke D'Orsay,How to Fall in Love
Rachel Hendrix,The Perfect Wave
Cheryl Ladd,The Perfect Wave
Diana Vickers,The Perfect Wave
Morgan Freeman,Ben-Hur
Ayelet Zurer,Ben-Hur
Moises Arias,Ben-Hur
Robert Shaw,A Man for All Seasons
Susannah York,A Man for All Seasons
Paul Scofield,A Man for All Seasons
Robert Duvall,Network
Faye Dunaway,Network
William Holden,Network
Hattie McDaniel,Gone with the Wind
George Reeves,Gone with the Wind
Thomas Mitchell,Gone with the Wind
Tom Cullen,Desert Dancer
Reece Ritchie,Desert Dancer
Marama Corlett,Desert Dancer
James Coburn,Major Dundee
Slim Pickens,Major Dundee
Warren Oates,Major Dundee
Snoop Dogg,Down for Life
Laz Alonso,Down for Life
Nicholas Gonzalez,Down for Life
Keenan Wynn,Annie Get Your Gun
Howard Keel,Annie Get Your Gun
Betty Hutton,Annie Get Your Gun
Kayvan Novak,Four Lions
Riz Ahmed,Four Lions
Alex Macqueen,Four Lions
Fernanda Montenegro,House of Sand
Seu Jorge,House of Sand
Fernanda Torres,House of Sand
Michael Kelly,Defendor
Tony Nappo,Defendor
Charlotte Sullivan,Defendor
Gladys Cooper,The Pirate
Reginald Owen,The Pirate
Ellen Ross,The Pirate
Alice Olivia Clarke,The Good Heart
Susan Blommaert,The Good Heart
Stephen Henderson,The Good Heart
Dominic Cooper,The History Boys
Russell Tovey,The History Boys
James Corden,The History Boys
Liam Neeson,Unknown
Frank Langella,Unknown
Aidan Quinn,Unknown
Brenda Vaccaro,Midnight Cowboy
Barnard Hughes,Midnight Cowboy
John McGiver,Midnight Cowboy
Tom Wilkinson,The Full Monty
Mark Addy,The Full Monty
Lesley Sharp,The Full Monty
Peter Graves,Airplane!
Lloyd Bridges,Airplane!
Barbara Billingsley,Airplane!
Michael Jai White,Chain of Command
Max Ryan,Chain of Command
Jon Osbeck,Chain of Command
Nia Long,Friday
John Witherspoon,Friday
Tony Cox,Friday
Jada Pinkett Smith,Menace II Society
Larenz Tate,Menace II Society
Khandi Alexander,Menace II Society
George Kennedy,Creepshow 2
Holt McCallany,Creepshow 2
Dorothy Lamour,Creepshow 2
Slim Pickens,The Ballad of Cable Hogue
Jason Robards,The Ballad of Cable Hogue
L.Q. Jones,The Ballad of Cable Hogue
John Forsythe,In Cold Blood
Robert Blake,In Cold Blood
Will Geer,In Cold Blood
Colleen Dewhurst,The Nun's Story
Peter Finch,The Nun's Story
Beatrice Straight,The Nun's Story
Janet Leigh,Harper
Robert Wagner,Harper
Shelley Winters,Harper
Bernard Cribbins,Frenzy
Jean Marsh,Frenzy
Clive Swift,Frenzy
Julian Richings,The Witch
Kate Dickie,The Witch
Ralph Ineson,The Witch
Joe Estevez,I Got the Hook Up
Master P,I Got the Hook Up
Anthony Johnson,I Got the Hook Up
John Mahoney,She's the One
Frank Vincent,She's the One
Michael McGlone,She's the One
Brendan Fraser,Gods and Monsters
Lynn Redgrave,Gods and Monsters
Kevin J. O'Connor,Gods and Monsters
Ricardo Darín,The Secret in Their Eyes
Soledad Villamil,The Secret in Their Eyes
Guillermo Francella,The Secret in Their Eyes
Greg Nicotero,Day of the Dead
John Amplas,Day of the Dead
Joseph Pilato,Day of the Dead
Gideon Emery,Train
Gloria Votsis,Train
Derek Magyar,Train
Ted Raimi,Evil Dead II
Dan Hicks,Evil Dead II
Kassie Wesley DePaiva,Evil Dead II
Wanda Sykes,Pootie Tang
J.B. Smoove,Pootie Tang
Robert Vaughn,Pootie Tang
Ian Ziering,Sharknado
John Heard,Sharknado
Cassandra Scerbo,Sharknado
Elpidia Carrillo,La otra conquista
Zaide Silvia Gutiérrez,La otra conquista
Damián Delgado,La otra conquista
Otto Jespersen,Trollhunter
Johanna Mørck,Trollhunter
Glenn Erland Tosterud,Trollhunter
Frances Conroy,Ira & Abby
Fred Willard,Ira & Abby
Kevin Sussman,Ira & Abby
Will Forte,The Watch
Nicholas Braun,The Watch
Rosemarie DeWitt,The Watch
Zooey Deschanel,Winter Passing
Will Ferrell,Winter Passing
Dallas Roberts,Winter Passing
Jordana Brewster,D.E.B.S.
Geoff Stults,D.E.B.S.
Scoot McNairy,D.E.B.S.
Diahann Carroll,The Masked Saint
Mykel Shannon Jenkins,The Masked Saint
Lara Jean Chorostecki,The Masked Saint
Alice Krige,The Betrayed
Christian Campbell,The Betrayed
Blaine Anderson,The Betrayed
Fisher Stevens,Taxman
Elizabeth Berkley,Taxman
Robert Townsend,Taxman
Teri Polo,2:13
Kevin Pollak,2:13
Jere Burns,2:13
Michael Emerson,"Batman: The Dark Knight Returns, Part 2"
Mark Valley,"Batman: The Dark Knight Returns, Part 2"
Grey Griffin,"Batman: The Dark Knight Returns, Part 2"
Jane Goodall,Time to Choose
Jerry Brown,Time to Choose
Peter Agnefjall,Time to Choose
Bashar Rahal,In the Name of the King: The Last Job
Shelly Varod,In the Name of the King: The Last Job
Ralitsa Paskaleva,In the Name of the King: The Last Job
Alexa PenaVega,Wicked Blood
Jake Busey,Wicked Blood
Lew Temple,Wicked Blood
Chris Brochu,Dawn Patrol
Jeff Fahey,Dawn Patrol
Rita Wilson,Dawn Patrol
Ray Winstone,Lords of London
Joe Egan,Lords of London
Glen Murphy,Lords of London
Madeline Kahn,High Anxiety
Harvey Korman,High Anxiety
Dick Van Patten,High Anxiety
Morgan Freeman,March of the Penguins
Sofie Gråbøl,March of the Penguins
Romane Bohringer,March of the Penguins
Kevin Spacey,Margin Call
Demi Moore,Margin Call
Ashley Williams,Margin Call
Murray Bartlett,August
Adrian Gonzalez,August
Edward Conna,August
Anjelica Huston,Choke
Matt Gerald,Choke
Jonah Bobo,Choke
J.K. Simmons,Whiplash
Melissa Benoist,Whiplash
Chris Mulkey,Whiplash
Alice Braga,City of God
Seu Jorge,City of God
Alexandre Rodrigues,City of God
Danny Dyer,Human Traffic
John Simm,Human Traffic
Shaun Parkes,Human Traffic
Corbin Bleu,Day One
Rus Blackwell,Day One
Luis Antonio,Day One
James Franco,The Dead Girl
Bruce Davison,The Dead Girl
Piper Laurie,The Dead Girl
Thomas Bo Larsen,The Hunt
Alexandra Rapaport,The Hunt
Hana Shuan,The Hunt
Zack Ward,A Christmas Story
Darren McGavin,A Christmas Story
Scott Schwartz,A Christmas Story
Armando Riesco,Bella
Ramon Rodriguez,Bella
Eduardo Verástegui,Bella
Roddy McDowall,Class of 1984
Perry King,Class of 1984
Timothy Van Patten,Class of 1984
Geoff Stults,The Opposite Sex
Kenan Thompson,The Opposite Sex
Josh Hopkins,The Opposite Sex
Samantha Morton,Dreaming of Joseph Lees
Rupert Graves,Dreaming of Joseph Lees
Miriam Margolyes,Dreaming of Joseph Lees
François Bégaudeau,The Class
Agame Malembo-Emene,The Class
Angélica Sancio,The Class
John Cassavetes,Rosemary's Baby
Mia Farrow,Rosemary's Baby
Charles Grodin,Rosemary's Baby
Lee Marvin,The Man Who Shot Liberty Valance
Woody Strode,The Man Who Shot Liberty Valance
Vera Miles,The Man Who Shot Liberty Valance
Peter Gallagher,Adam
Terry Walters,Adam
Amy Irving,Adam
Catalina Sandino Moreno,Maria Full of Grace
Wilson Guerrero,Maria Full of Grace
Yenny Paola Vega,Maria Full of Grace
Goran Visnjic,Beginners
Lou Taylor Pucci,Beginners
Mary Page Keller,Beginners
Krista Allen,Feast
Eric Dane,Feast
Henry Rollins,Feast
John Belushi,Animal House
Karen Allen,Animal House
Tim Matheson,Animal House
Honor Blackman,Goldfinger
Gert Fröbe,Goldfinger
Lois Maxwell,Goldfinger
Sarah Gadon,Antiviral
Douglas Smith,Antiviral
Caleb Landry Jones,Antiviral
Donna Reed,It's a Wonderful Life
Lionel Barrymore,It's a Wonderful Life
Thomas Mitchell,It's a Wonderful Life
Kelly Macdonald,Trainspotting
Shirley Henderson,Trainspotting
Ewen Bremner,Trainspotting
Bernie Mac,The Original Kings of Comedy
Cedric the Entertainer,The Original Kings of Comedy
Steve Harvey,The Original Kings of Comedy
Sprague Grayden,Paranormal Activity 2
Molly Ephraim,Paranormal Activity 2
Micah Sloat,Paranormal Activity 2
James Nesbitt,Waking Ned Devine
David Kelly,Waking Ned Devine
Fionnula Flanagan,Waking Ned Devine
Michael Moore,Bowling for Columbine
Dick Clark,Bowling for Columbine
Bill Clinton,Bowling for Columbine
Li Gong,Coming Home
Daoming Chen,Coming Home
Ni Yan,Coming Home
Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge
Robert Rusler,A Nightmare on Elm Street 2: Freddy's Revenge
Marshall Bell,A Nightmare on Elm Street 2: Freddy's Revenge
Julian Sands,A Room with a View
Rupert Graves,A Room with a View
Denholm Elliott,A Room with a View
Rhys Wakefield,The Purge
Adelaide Kane,The Purge
Chris Mulkey,The Purge
Danielle Kotch,Sinister
Victoria Leigh,Sinister
James Ransone,Sinister
Nancy O'Dell,Martin Lawrence Live: Runteldat
Mikki Padilla,Martin Lawrence Live: Runteldat
Dayna Devon,Martin Lawrence Live: Runteldat
Burl Ives,Cat on a Hot Tin Roof
Judith Anderson,Cat on a Hot Tin Roof
Jack Carson,Cat on a Hot Tin Roof
Linda Harrison,Beneath the Planet of the Apes
Gregory Sierra,Beneath the Planet of the Apes
Victor Buono,Beneath the Planet of the Apes
Kevin Zegers,Air Bud
Bill Cobbs,Air Bud
Michael Jeter,Air Bud
Veronica Taylor,Pokémon 3: The Movie
Eric Stuart,Pokémon 3: The Movie
Lisa Ortiz,Pokémon 3: The Movie
Tony Goldwyn,Jason Lives: Friday the 13th Part VI
Ron Palillo,Jason Lives: Friday the 13th Part VI
Vincent Guastaferro,Jason Lives: Friday the 13th Part VI
William Holden,The Bridge on the River Kwai
Sessue Hayakawa,The Bridge on the River Kwai
Jack Hawkins,The Bridge on the River Kwai
Ariana Richards,Spaced Invaders
Royal Dano,Spaced Invaders
Tonya Lee Williams,Spaced Invaders
Ed Lauter,Family Plot
Bruce Dern,Family Plot
William Devane,Family Plot
Fred MacMurray,The Apartment
Ray Walston,The Apartment
David White,The Apartment
Kane Hodder,Jason Goes to Hell: The Final Friday
Leslie Jordan,Jason Goes to Hell: The Final Friday
Erin Gray,Jason Goes to Hell: The Final Friday
Tamara Toumanova,Torn Curtain
Lila Kedrova,Torn Curtain
David Opatoshu,Torn Curtain
Common,Dave Chappelle's Block Party
Dave Chappelle,Dave Chappelle's Block Party
Lauryn Hill,Dave Chappelle's Block Party
Michael Fassbender,Slow West
Kodi Smit-McPhee,Slow West
Ben Mendelsohn,Slow West
Blair Underwood,Krush Groove
LisaGay Hamilton,Krush Groove
Bobby Brown,Krush Groove
Omari Hardwick,Next Day Air
Donald Faison,Next Day Air
Mike Epps,Next Day Air
Shirley Jones,Elmer Gantry
Jean Simmons,Elmer Gantry
Edward Andrews,Elmer Gantry
Maximilian Schell,Judgment at Nuremberg
Montgomery Clift,Judgment at Nuremberg
Spencer Tracy,Judgment at Nuremberg
Donald Faison,Trippin'
Deon Richmond,Trippin'
Countess Vaughn,Trippin'
Montgomery Clift,Red River
Walter Brennan,Red River
Harry Carey Jr.,Red River
Mo'Nique,Phat Girlz
Jimmy Jean-Louis,Phat Girlz
Joyful Drake,Phat Girlz
Seamus Davey-Fitzpatrick,Before Midnight
Ariane Labed,Before Midnight
Athina Rachel Tsangari,Before Midnight
John Astin,Teen Wolf Too
Robert Neary,Teen Wolf Too
Kim Darby,Teen Wolf Too
Angus Scrimm,Phantasm II
A. Michael Baldwin,Phantasm II
James Le Gros,Phantasm II
Loretta Devine,Woman Thou Art Loosed
Kimberly Elise,Woman Thou Art Loosed
Clifton Powell,Woman Thou Art Loosed
America Ferrera,Real Women Have Curves
Lupe Ontiveros,Real Women Have Curves
George Lopez,Real Women Have Curves
John Abraham,Water
Lisa Ray,Water
Seema Biswas,Water
Archie Panjabi,East Is East
Jimi Mistry,East Is East
Om Puri,East Is East
Callie Thorne,Whipped
Brian Van Holt,Whipped
David Heyman,Whipped
Indira Varma,Kama Sutra: A Tale of Love
Sarita Choudhury,Kama Sutra: A Tale of Love
Rekha,Kama Sutra: A Tale of Love
Oliver Platt,Please Give
Thomas Ian Nicholas,Please Give
Ann Morgan Guilbert,Please Give
Peter Ostrum,Willy Wonka & the Chocolate Factory
Jack Albertson,Willy Wonka & the Chocolate Factory
Julie Dawn Cole,Willy Wonka & the Chocolate Factory
Julian Sands,Warlock: The Armageddon
Zach Galligan,Warlock: The Armageddon
Paula Marshall,Warlock: The Armageddon
Kristy Swanson,8 Heads in a Duffel Bag
George Hamilton,8 Heads in a Duffel Bag
Dyan Cannon,8 Heads in a Duffel Bag
Sam Shepard,Days of Heaven
Stuart Margolin,Days of Heaven
Richard Libertini,Days of Heaven
Matthew McConaughey,Thirteen Conversations About One Thing
Rob McElhenney,Thirteen Conversations About One Thing
Amy Irving,Thirteen Conversations About One Thing
Julie Benz,Jawbreaker
Judy Greer,Jawbreaker
Jeff Conaway,Jawbreaker
Gary Oldman,Basquiat
Michael Wincott,Basquiat
Courtney Love,Basquiat
Greta Gerwig,Frances Ha
Grace Gummer,Frances Ha
Vanessa Ray,Frances Ha
Terry Pheto,Tsotsi
Nambitha Mpumlwana,Tsotsi
Rapulana Seiphemo,Tsotsi
Philip Seymour Hoffman,Happiness
Jon Lovitz,Happiness
Dylan Baker,Happiness
Eddie Griffin,DysFunktional Family
Joe Howard,DysFunktional Family
Robert Noble,DysFunktional Family
Johnny Depp,Tusk
Haley Joel Osment,Tusk
Michael Parks,Tusk
Min-sik Choi,Oldboy
Ji-tae Yu,Oldboy
Hye-jeong Kang,Oldboy
Robyn Lively,Letters to God
Michael Bolten,Letters to God
Christopher Schmidt,Letters to God
Gregory Smith,Hobo with a Shotgun
Robb Wells,Hobo with a Shotgun
Molly Dunsworth,Hobo with a Shotgun
Kevin Pollak,Compadres
Héctor Jiménez,Compadres
Erick Elias,Compadres
Bokeem Woodbine,Freeway
Dan Hedaya,Freeway
Robert Peters,Freeway
William Morgan Sheppard,Love's Abiding Joy
Kevin Gage,Love's Abiding Joy
Brianna Brown,Love's Abiding Joy
Michael Fassbender,Fish Tank
Harry Treadaway,Fish Tank
Jason Maza,Fish Tank
Greta Gerwig,Damsels in Distress
Megalyn Echikunwoke,Damsels in Distress
Zach Woods,Damsels in Distress
Kirsten Dunst,Bachelorette
Adam Scott,Bachelorette
Andrew Rannells,Bachelorette
Virginia Madsen,Brave New Girl
Aaron Ashmore,Brave New Girl
Lindsey Haun,Brave New Girl
Michael Gross,Tim and Eric's Billion Dollar Movie
William Atherton,Tim and Eric's Billion Dollar Movie
Bob Ross,Tim and Eric's Billion Dollar Movie
George Kennedy,The Gambler
Cjon Saulsberry,The Gambler
Griffin Cleveland,The Gambler
Alicja Bachleda,Summer Storm
Kostja Ullmann,Summer Storm
Robert Stadlober,Summer Storm
Johnny Pacar,Fort McCoy
Eric Stoltz,Fort McCoy
Brendan Fehr,Fort McCoy
Matt Cohen,Chain Letter
Betsy Russell,Chain Letter
Noah Segan,Chain Letter
Gretchen Mol,Just Looking
Patti LuPone,Just Looking
Peter Onorati,Just Looking
Michael Biehn,The Divide
Lauren German,The Divide
Rosanna Arquette,The Divide
Aidan Quinn,The Eclipse
Iben Hjejle,The Eclipse
Jim Norton,The Eclipse
Frank Grillo,Demonic
Scott Mechlowicz,Demonic
Aaron Yoo,Demonic
Neil Hopkins,My Big Fat Independent Movie
Darren Keefe Reiher,My Big Fat Independent Movie
David Douglas,My Big Fat Independent Movie
Johnny Depp,Alice in Wonderland
Alan Rickman,Alice in Wonderland
Anne Hathaway,Alice in Wonderland
Taylor Negron,The Deported
Michael Rapaport,The Deported
Talia Shire,The Deported
Tom Everett Scott,Tanner Hall
Amy Sedaris,Tanner Hall
Chris Kattan,Tanner Hall
John Savage,Open Road
Kristi Clainos,Open Road
Emily Nelson,Open Road
Christopher Meloni,They Came Together
Amy Poehler,They Came Together
Jack McBrayer,They Came Together
French Stewart,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo
Ashley Martin,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo
Olivia Alexander,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo
Michael Jai White,Never Back Down 2: The Beatdown
Alex Meraz,Never Back Down 2: The Beatdown
Jillian Murray,Never Back Down 2: The Beatdown
Lee Marvin,Point Blank
Angie Dickinson,Point Blank
Carroll O'Connor,Point Blank
Stephanie Szostak,Four Single Fathers
Sarah Rafferty,Four Single Fathers
Salvatore Santone,Four Single Fathers
Noel Gugliemi,Enter the Dangerous Mind
David Bianchi,Enter the Dangerous Mind
Jason Priestley,Enter the Dangerous Mind
Julian Morris,Something Wicked
Shantel VanSanten,Something Wicked
John Robinson,Something Wicked
Bokeem Woodbine,AWOL-72
Brooke Newton,AWOL-72
Brett Wagner,AWOL-72
Everett McGill,Iguana
Jack Taylor,Iguana
Fabio Testi,Iguana
Hayley Atwell,Cinderella
Derek Jacobi,Cinderella
Lily James,Cinderella
Mike Starr,Chicago Overcoat
Stacy Keach,Chicago Overcoat
Frank Vincent,Chicago Overcoat
Judy Greer,Barry Munday
Cybill Shepherd,Barry Munday
Shea Whigham,Barry Munday
Fernanda Montenegro,Central Station
Matheus Nachtergaele,Central Station
