title,year,duration,budget,gross,rating,language,country,numfacebooklikes
Spellbound,1945,95.0,1696377.0,,Unrated,English,USA,0
Exotica,1994,103.0,2000000.0,5132222.0,R,English,Canada,619
Buffalo '66,1998,110.0,1500000.0,2365931.0,R,English,USA,0
Insidious,2010,103.0,1500000.0,53991137.0,PG-13,English,USA,60000
Repo Man,1984,92.0,1500000.0,,R,English,USA,0
Nine Queens,2000,114.0,1500000.0,1221261.0,R,Spanish,Argentina,0
The Gatekeepers,2012,101.0,,2408553.0,PG-13,Hebrew,Israel,0
The Ballad of Jack and Rose,2005,112.0,1500000.0,712294.0,R,English,USA,608
The To Do List,2013,104.0,1500000.0,3447339.0,R,English,USA,0
Killing Zoe,1993,99.0,1500000.0,418953.0,R,English,France,853
The Believer,2001,98.0,1500000.0,406035.0,R,English,USA,0
Snow Angels,2007,107.0,,402820.0,R,English,USA,415
Unsullied,2014,93.0,1500000.0,,R,English,USA,307
Session 9,2001,100.0,1500000.0,373967.0,R,English,USA,0
I Want Someone to Eat Cheese With,2006,80.0,1500000.0,194568.0,R,English,USA,0
Mooz-Lum,2010,94.0,,,PG-13,English,USA,0
Hatchet,2006,93.0,1500000.0,,R,English,USA,0
Modern Times,1936,87.0,1500000.0,163245.0,G,English,USA,0
Stolen Summer,2002,91.0,1500000.0,119841.0,PG,English,USA,304
My Name Is Bruce,2007,84.0,1500000.0,173066.0,R,English,USA,0
The Salon,2005,90.0,1500000.0,92362.0,PG-13,English,USA,68
Road Hard,2015,98.0,1500000.0,105943.0,,English,USA,212
Forty Shades of Blue,2005,108.0,1500000.0,,R,English,USA,216
Amigo,2010,124.0,1700000.0,183490.0,R,English,USA,594
Pontypool,2008,95.0,1500000.0,3478.0,Not Rated,English,Canada,0
Trucker,2008,90.0,2000000.0,52166.0,R,English,USA,371
Me You and Five Bucks,2015,93.0,1500000.0,,,English,USA,132
The Lords of Salem,2012,101.0,2500000.0,1163508.0,R,English,USA,15000
Housebound,2014,107.0,350000.0,,Not Rated,English,New Zealand,10000
Wal-Mart: The High Cost of Low Price,2005,20.0,1500000.0,,Not Rated,English,USA,0
Fetching Cody,2005,87.0,1500000.0,,,English,Canada,193
Once Upon a Time in Queens,2013,98.0,1500000.0,,R,English,USA,283
Closer to the Moon,2014,112.0,5000000.0,,Not Rated,English,Romania,0
Mutant World,2014,82.0,1500000.0,,,English,Canada,236
Growing Up Smith,2015,102.0,2000000.0,,PG-13,English,USA,232
Checkmate,2015,97.0,1500000.0,,,English,USA,402
#Horror,2015,101.0,1500000.0,,Not Rated,English,USA,750
Wind Walkers,2015,93.0,2000000.0,,R,English,USA,135
Snow White and the Seven Dwarfs,1937,83.0,2000000.0,184925485.0,Approved,English,USA,0
The Holy Girl,2004,106.0,1400000.0,304124.0,R,Spanish,Argentina,57
Shalako,1968,113.0,1455000.0,,PG,English,UK,209
Incident at Loch Ness,2004,94.0,1400000.0,36830.0,PG-13,English,UK,400
The Dog Lover,2016,101.0,2000000.0,,PG,English,USA,724
Girl House,2014,99.0,3150000.0,,,English,Canada,969
The Blue Room,2014,76.0,,231186.0,R,French,France,389
House at the End of the Drive,2014,91.0,1400000.0,,R,English,USA,223
Batman: The Movie,1966,105.0,1377800.0,,Approved,English,USA,0
"Lock, Stock and Two Smoking Barrels",1998,120.0,960000.0,3650677.0,R,English,UK,21000
The Ballad of Gregorio Cortez,1982,105.0,1250000.0,,,English,USA,32
The Celebration,1998,105.0,1300000.0,1647780.0,R,Danish,Denmark,5000
Trees Lounge,1996,95.0,1300000.0,695229.0,R,English,USA,872
Journey from the Fall,2006,135.0,1592000.0,638951.0,R,Vietnamese,USA,100
The Basket,1999,105.0,1300000.0,609042.0,PG,English,USA,117
Eddie: The Sleepwalking Cannibal,2012,83.0,1500000.0,1521.0,Not Rated,English,Canada,932
Queen of the Mountains,2014,135.0,1400000.0,,PG-13,English,Kyrgyzstan,0
Def-Con 4,1985,88.0,1750000.0,,R,English,Canada,220
The Hebrew Hammer,2003,87.0,1000000.0,19539.0,R,English,USA,3000
Neal 'N' Nikki,2005,97.0,1500000.0,100358.0,,English,India,66
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,82.0,1300000.0,,R,English,USA,0
Forget Me Not,2009,103.0,1300000.0,,R,English,USA,969
Rebecca,1940,130.0,1288000.0,,Not Rated,English,USA,0
Friday the 13th Part 2,1981,87.0,1250000.0,19100000.0,R,English,USA,0
The Lost Weekend,1945,101.0,1250000.0,,Not Rated,English,USA,0
C.H.U.D.,1984,96.0,1250000.0,,R,English,USA,0
Filly Brown,2012,80.0,427000.0,2833383.0,R,English,USA,0
The Lion of Judah,2011,87.0,15000000.0,,PG,English,USA,381
Niagara,1953,92.0,1250000.0,,Approved,English,USA,1000
How Green Was My Valley,1941,118.0,1250000.0,,Approved,English,USA,0
Da Sweet Blood of Jesus,2014,123.0,1420000.0,,,English,USA,447
"Sex, Lies, and Videotape",1989,100.0,1200000.0,24741700.0,R,English,USA,2000
Saw,2004,103.0,1200000.0,55153403.0,R,English,USA,0
Super Troopers,2001,100.0,1200000.0,18488314.0,R,English,USA,0
The Algerian,2014,99.0,1300000.0,,,English,USA,221
The Amazing Catfish,2013,89.0,1300000.0,11278.0,,Spanish,Mexico,407
Monsoon Wedding,2001,114.0,7000000.0,13876974.0,R,Hindi,India,0
You Can Count on Me,2000,111.0,1200000.0,9180275.0,R,English,USA,756
The Trouble with Harry,1955,99.0,1200000.0,,Approved,English,USA,0
But I'm a Cheerleader,1999,85.0,1200000.0,2199853.0,R,English,USA,0
Home Run,2013,113.0,1200000.0,2859955.0,PG-13,English,USA,0
Reservoir Dogs,1992,99.0,1200000.0,2812029.0,R,English,USA,19000
The Blue Bird,1940,83.0,,,Approved,English,USA,548
"The Good, the Bad and the Ugly",1966,142.0,1200000.0,6100000.0,Approved,Italian,Italy,20000
The Second Mother,2015,112.0,4000000.0,375723.0,R,Portuguese,Brazil,0
Blue Like Jazz,2012,108.0,1200000.0,594904.0,PG-13,English,USA,0
Down and Out with the Dolls,2001,88.0,1200000.0,58936.0,R,English,USA,27
Certifiably Jonathan,2007,85.0,1200000.0,7826.0,,English,USA,87
Q,2011,103.0,1500000.0,,,French,France,754
The Knife of Don Juan,2013,110.0,1200000.0,3830.0,,Spanish,USA,75
Grand Theft Parsons,2003,88.0,,,PG-13,English,USA,480
Extreme Movie,2008,76.0,,,R,English,USA,636
The Charge of the Light Brigade,1936,100.0,1200000.0,,Approved,English,USA,204
Below Zero,2011,99.0,1200000.0,,R,English,Canada,161
Crowsnest,2012,84.0,1200000.0,,R,English,Canada,238
Airborne,1993,91.0,2600000.0,2850263.0,PG,English,USA,0
Cotton Comes to Harlem,1970,97.0,1200000.0,,R,English,USA,477
The Wicked Within,2015,84.0,1200000.0,,R,English,USA,479
Bleeding Hearts,2015,100.0,1200000.0,,,English,USA,242
Waiting...,2005,94.0,3000000.0,16101109.0,R,English,USA,0
Dead Man's Shoes,2004,90.0,695393.0,6013.0,,English,UK,0
From a Whisper to a Scream,1987,92.0,1100000.0,1400000.0,R,English,USA,241
Dracula: Pages from a Virgin's Diary,2002,73.0,1600000.0,39659.0,,English,Canada,131
Faith Like Potatoes,2006,116.0,10000000.0,,PG,Zulu,South Africa,0
Beyond the Black Rainbow,2010,110.0,1100000.0,56129.0,R,English,Canada,0
The Raid: Redemption,2011,102.0,1100000.0,4105123.0,R,Indonesian,Indonesia,51000
The Dead Undead,2010,89.0,1100000.0,,R,English,USA,444
The Vatican Exorcisms,2013,76.0,1100000.0,,R,English,Italy,200
Casablanca,1942,82.0,950000.0,,PG,English,USA,23000
Lake Mungo,2008,89.0,1400000.0,,R,English,Australia,0
Rocket Singh: Salesman of the Year,2009,150.0,,,,Hindi,India,773
Silent Running,1972,89.0,1000000.0,,GP,English,USA,0
Rocky,1976,145.0,960000.0,117235247.0,PG,English,USA,0
The Sleepwalker,2014,91.0,1100000.0,,Not Rated,English,Norway,234
Tom Jones,1963,121.0,1000000.0,,Unrated,English,UK,328
Unfriended,2014,83.0,1000000.0,31537320.0,R,English,USA,13000
Taxi Driver,1976,110.0,1300000.0,,R,English,USA,35000
The Howling,1981,91.0,1000000.0,17986000.0,R,English,USA,0
Dr. No,1962,110.0,1100000.0,16067035.0,Approved,English,UK,5000
Chernobyl Diaries,2012,86.0,1000000.0,18112929.0,R,English,USA,24000
Hellraiser,1987,86.0,1000000.0,14564027.0,R,English,UK,0
God's Not Dead 2,2016,120.0,5000000.0,20773070.0,PG,English,USA,0
Cry_Wolf,2005,90.0,1000000.0,10042266.0,PG-13,English,USA,816
Godzilla 2000,1999,99.0,1000000000.0,10037390.0,PG,Japanese,Japan,339
Blue Valentine,2010,112.0,3500000.0,9701559.0,R,English,USA,25000
Transamerica,2005,103.0,1000000.0,9013113.0,R,English,USA,0
The Devil Inside,2012,83.0,1000000.0,53245055.0,R,English,USA,12000
Beyond the Valley of the Dolls,1970,109.0,900000.0,9000000.0,X,English,USA,0
Love Me Tender,1956,89.0,1000000.0,,,English,USA,365
Sands of Iwo Jima,1949,109.0,1000000.0,,Approved,English,USA,624
Shine a Light,2008,122.0,,5355376.0,PG-13,English,USA,0
The Green Inferno,2013,100.0,6000000.0,7186670.0,R,English,USA,12000
Departure,2015,109.0,1100000.0,,,English,UK,75
The Sessions,2012,95.0,1000000.0,5997134.0,R,English,USA,11000
"Food, Inc.",2008,94.0,,4417124.0,PG,English,USA,37000
October Baby,2011,107.0,,5355847.0,PG-13,English,USA,0
Next Stop Wonderland,1998,104.0,1000000.0,3386698.0,R,English,USA,392
The Skeleton Twins,2014,93.0,,5283379.0,R,English,USA,0
Martha Marcy May Marlene,2011,102.0,,2981638.0,R,English,USA,0
Obvious Child,2014,84.0,,3122616.0,R,English,USA,0
Frozen River,2008,97.0,1000000.0,2508841.0,R,English,USA,0
20 Feet from Stardom,2013,91.0,1000000.0,4946250.0,PG-13,English,USA,14000
Two Girls and a Guy,1997,84.0,1000000.0,1950218.0,R,English,USA,387
Walking and Talking,1996,86.0,1000000.0,1277257.0,R,English,UK,227
Who Killed the Electric Car?,2006,92.0,1000000.0,1677838.0,PG,English,USA,0
The Broken Hearts Club: A Romantic Comedy,2000,94.0,1000000.0,1744858.0,R,English,USA,671
Bubba Ho-Tep,2002,92.0,1000000.0,,R,English,USA,0
Slam,1998,100.0,1000000.0,982214.0,R,English,USA,603
Brigham City,2001,119.0,1000000.0,798341.0,PG-13,English,USA,100
Fiza,2000,167.0,1000000.0,610991.0,,Hindi,India,92
Orgazmo,1997,92.0,1000000.0,582024.0,NC-17,English,USA,0
All the Real Girls,2003,108.0,2500000.0,548712.0,R,English,USA,571
Dream with the Fishes,1997,97.0,1000000.0,464655.0,R,English,USA,166
Blue Car,2002,88.0,1000000.0,464126.0,R,English,USA,115
Luminarias,2000,100.0,1000000.0,428535.0,R,English,USA,24
Palo Alto,2013,100.0,,750100.0,R,English,USA,0
Ajami,2009,124.0,,621240.0,,Arabic,Germany,0
Wristcutters: A Love Story,2006,88.0,1000000.0,104077.0,R,English,USA,11000
I Origins,2014,106.0,,334658.0,R,English,USA,32000
The Battle of Shaker Heights,2003,79.0,1000000.0,279282.0,PG-13,English,USA,150
The Act of Killing,2012,96.0,1000000.0,484221.0,Not Rated,Indonesian,UK,20000
Taxi to the Dark Side,2007,53.0,1000000.0,274661.0,R,English,USA,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,97.0,1000000.0,144431.0,PG-13,English,UK,587
Guiana 1838,2004,120.0,,227241.0,Unrated,English,USA,32
Lisa Picard Is Famous,2000,90.0,,112521.0,PG-13,English,USA,25
Antarctica: A Year on Ice,2013,91.0,1000000.0,287761.0,PG,English,New Zealand,0
A Lego Brickumentary,2014,93.0,1000000.0,100240.0,G,English,Denmark,0
Hardflip,2012,112.0,1000000.0,96734.0,PG-13,English,USA,706
Chocolate: Deep Dark Secrets,2005,160.0,1500000.0,49000.0,,Hindi,India,31
The House of the Devil,2009,95.0,900000.0,100659.0,R,English,USA,0
The Perfect Host,2010,93.0,500000.0,48430.0,R,English,USA,0
Safe Men,1998,88.0,1000000.0,21210.0,R,English,USA,157
Speedway Junky,1999,105.0,1000000.0,,R,English,USA,27
The Last Big Thing,1996,98.0,,22434.0,R,English,USA,43
The Specials,2000,82.0,1000000.0,12996.0,R,English,USA,210
16 to Life,2009,89.0,1000000.0,,,English,USA,143
Alone with Her,2006,78.0,1000000.0,10018.0,Not Rated,English,USA,244
Creative Control,2015,97.0,1000000.0,62480.0,R,English,USA,793
Special,2006,81.0,1000000.0,6387.0,R,English,USA,0
Sparkler,1997,90.0,,5494.0,R,English,USA,17
The Helix... Loaded,2005,97.0,1000000.0,,R,English,USA,128
In Her Line of Fire,2006,88.0,1000000.0,721.0,R,English,Germany,42
The Jimmy Show,2001,96.0,1500000.0,703.0,R,English,USA,47
Heli,2013,105.0,1000000.0,,Not Rated,Spanish,Mexico,0
Karachi se Lahore,2015,,1000000.0,,,Urdu,Pakistan,259
Loving Annabelle,2006,76.0,1000000.0,,Not Rated,English,USA,501
Hits,2014,96.0,1000000.0,,,English,USA,903
Jimmy and Judy,2006,99.0,1000000.0,,R,English,USA,138
Frat Party,2009,90.0,1000000.0,,R,English,USA,297
The Party's Over,1965,94.0,,,,English,UK,32
Proud,2004,87.0,1000000.0,,PG,English,USA,141
The Poker House,2008,93.0,,,R,English,USA,599
Childless,2008,90.0,1000000.0,,R,English,USA,3
ZMD: Zombies of Mass Destruction,2009,89.0,500000.0,,R,English,USA,0
Snow White: A Deadly Summer,2012,83.0,1000000.0,,PG-13,English,USA,150
Hidden Away,2014,96.0,,,Unrated,Spanish,Spain,68
My Last Day Without You,2011,90.0,1000000.0,,,English,USA,370
Steppin: The Movie,2009,138.0,1000000.0,,PG-13,English,USA,41
Doc Holliday's Revenge,2014,84.0,1000000.0,,PG-13,English,USA,54
Black Rock,2012,83.0,,,R,English,USA,0
Truth or Die,2012,96.0,1000000.0,,Not Rated,English,UK,968
The Pet,2006,94.0,1000000.0,,,English,USA,91
Bang Bang Baby,2014,90.0,1000000.0,,,English,Canada,48
Fear Clinic,2015,95.0,1000000.0,,R,English,USA,936
Zombie Hunter,2013,93.0,1000000.0,,Not Rated,English,USA,0
A Fine Step,2014,111.0,1000000.0,,PG,,USA,212
Charly,1968,103.0,,,PG,English,USA,785
Banshee Chapter,2013,87.0,950000.0,,R,English,Germany,2000
Ask Me Anything,2014,100.0,950000.0,,Not Rated,English,USA,884
And Then Came Love,2007,90.0,989000.0,,,English,USA,42
Food Chains,2014,83.0,913000.0,,,English,USA,489
On the Waterfront,1954,108.0,910000.0,9600000.0,Not Rated,English,USA,0
L!fe Happens,2011,100.0,930000.0,20186.0,R,English,USA,995
"4 Months, 3 Weeks and 2 Days",2007,113.0,590000.0,1185783.0,Not Rated,Romanian,Romania,14000
The Horror Network Vol. 1,2015,97.0,3000000.0,,,English,USA,52
Hard Candy,2005,104.0,950000.0,1007962.0,R,English,USA,12000
The Quiet,2005,91.0,900000.0,381186.0,R,English,USA,698
Circumstance,2011,107.0,,439958.0,R,Persian,France,0
Fruitvale Station,2013,85.0,900000.0,16097842.0,R,English,USA,17000
The Brass Teapot,2012,101.0,900000.0,6643.0,R,English,USA,0
Bambi,1942,70.0,,102797150.0,Approved,English,USA,0
The Hammer,2007,88.0,850000.0,442638.0,R,English,USA,337
Latter Days,2003,107.0,850000.0,819939.0,R,English,USA,0
Elza,2011,78.0,900000.0,,,French,France,24
1982,2013,90.0,1000000.0,,R,English,USA,181
"For a Good Time, Call...",2012,88.0,850000.0,1243961.0,R,English,USA,0
Celeste & Jesse Forever,2012,92.0,,3094687.0,R,English,USA,0
Time Changer,2002,95.0,825000.0,15278.0,PG,English,USA,409
London to Brighton,2006,85.0,500000.0,,R,English,UK,933
American Hero,2015,86.0,990000.0,,,English,USA,549
Windsor Drive,2015,90.0,100000.0,,,English,USA,312
A Separation,2011,123.0,500000.0,7098492.0,PG-13,Persian,Iran,48000
Crying with Laughter,2009,93.0,,,,English,UK,33
Welcome to the Dollhouse,1995,88.0,800000.0,4771000.0,R,English,USA,0
Ruby in Paradise,1993,114.0,800000.0,1001437.0,R,English,USA,81
Raising Victor Vargas,2002,88.0,800000.0,2073984.0,R,English,France,219
Pandora's Box,1929,110.0,,9950.0,Not Rated,German,Germany,926
Harrison Montgomery,2008,95.0,850000.0,,,English,USA,18
Live-In Maid,2004,83.0,800000.0,,Unrated,Spanish,Argentina,83
Deterrence,1999,104.0,800000.0,144583.0,R,English,France,130
The Mudge Boy,2003,94.0,800000.0,,R,English,USA,396
The Young Unknowns,2000,87.0,,58163.0,R,English,USA,4
Not Cool,2014,93.0,600000.0,35688.0,Not Rated,English,USA,0
Dead Snow,2009,91.0,800000.0,41709.0,Not Rated,Norwegian,Norway,23000
Saints and Soldiers,2003,90.0,780000.0,1310270.0,PG-13,English,USA,1000
Vessel,2012,14.0,,,,English,USA,14
American Graffiti,1973,112.0,777000.0,115000000.0,PG,English,USA,0
Iraq for Sale: The War Profiteers,2006,75.0,750000.0,,,English,USA,274
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86.0,750000.0,5518918.0,R,English,USA,307
Safety Not Guaranteed,2012,86.0,750000.0,4007792.0,R,English,USA,31000
Kevin Hart: Laugh at My Pain,2011,89.0,,7705974.0,R,English,USA,614
Kill List,2011,95.0,500000.0,26297.0,Not Rated,English,UK,0
The Innkeepers,2011,101.0,750000.0,77501.0,R,English,USA,0
The Conformist,1970,106.0,750000.0,,R,Italian,Italy,0
Interview with the Assassin,2002,88.0,750000.0,47329.0,R,English,USA,163
Donkey Punch,2008,99.0,900000.0,18378.0,R,English,UK,0
All the Boys Love Mandy Lane,2006,90.0,750000.0,,R,English,USA,2000
Bled,2009,95.0,750000.0,,R,English,USA,128
High Noon,1952,85.0,750000.0,,PG,English,USA,3000
Hoop Dreams,1994,170.0,700000.0,7830611.0,PG-13,English,USA,0
Rize,2005,86.0,,3278611.0,PG-13,English,USA,903
Destiny,2014,,,,,English,USA,1000
L.I.E.,2001,97.0,700000.0,1141829.0,NC-17,English,USA,420
The Sisterhood of Night,2014,104.0,1000000.0,,PG-13,English,USA,523
B-Girl,2009,88.0,,,PG-13,English,USA,303
Half Nelson,2006,106.0,700000.0,2694973.0,R,English,USA,0
Naturally Native,1998,107.0,700000.0,10508.0,PG-13,English,USA,102
Hav Plenty,1997,84.0,650000.0,2301777.0,R,English,USA,161
Adulterers,2015,91.0,750000.0,,,English,USA,158
Escape from Tomorrow,2013,90.0,,169719.0,Not Rated,English,USA,0
Starsuckers,2009,103.0,400000.0,,,English,UK,203
The Hadza: Last of the First,2014,71.0,650000.0,,,English,USA,5
After,2012,90.0,650000.0,,PG-13,English,USA,1000
Treachery,2013,67.0,625000.0,,,English,USA,0
Walter,2015,94.0,700000.0,,,English,USA,0
Top Hat,1935,81.0,609000.0,3000000.0,Approved,English,USA,1000
The Blair Witch Project,1999,81.0,60000.0,140530114.0,R,English,USA,0
Woodstock,1970,215.0,600000.0,13300000.0,R,English,USA,0
The Kentucky Fried Movie,1977,83.0,650000.0,,R,English,USA,0
Mercy Streets,2000,106.0,600000.0,171988.0,PG-13,English,USA,12
Arnolds Park,2007,103.0,600000.0,23616.0,PG-13,English,USA,11
Broken Vessels,1998,90.0,600000.0,13493.0,R,English,USA,51
Water & Power,2013,88.0,,79043.0,Not Rated,English,USA,358
They Will Have to Kill Us First,2015,105.0,400000.0,,,French,UK,34
Crop Circles: Quest for Truth,2002,115.0,750000.0,,,English,USA,32
Light from the Darkroom,2014,90.0,600000.0,,PG-13,English,USA,9
Irreplaceable,2016,102.0,,,,French,France,36
The Maid's Room,2013,98.0,600000.0,,,English,USA,128
A Hard Day's Night,1964,87.0,560000.0,515005.0,Approved,English,UK,0
Love Letters,1983,88.0,550000.0,,R,English,USA,7
Julija in alfa Romeo,2015,83.0,500000.0,,,Slovenian,Slovenia,18
Fireproof,2008,122.0,500000.0,33451479.0,PG,English,USA,0
Faith Connections,2013,115.0,550000.0,,,Hindi,India,126
Benji,1974,86.0,500000.0,39552600.0,G,English,USA,816
Open Water,2003,79.0,500000.0,30500882.0,R,English,USA,0
High Road,2011,87.0,,,R,English,USA,244
Kingdom of the Spiders,1977,97.0,500000.0,17000000.0,PG,English,USA,0
Mad Hot Ballroom,2005,105.0,,8044906.0,PG,English,USA,588
The Station Agent,2003,89.0,500000.0,5739376.0,R,English,USA,0
To Save a Life,2009,120.0,1000000.0,3773863.0,PG-13,English,USA,0
Wordplay,2006,94.0,,3117666.0,PG,English,USA,694
Beyond the Mat,1999,108.0,500000.0,2047570.0,R,English,USA,491
The Singles Ward,2002,102.0,500000.0,1250798.0,PG,English,USA,43
Osama,2003,83.0,46000.0,1127331.0,PG-13,Dari,Afghanistan,0
Sholem Aleichem: Laughing in the Darkness,2011,93.0,500000.0,906666.0,Unrated,English,USA,287
Groove,2000,86.0,500000.0,1114943.0,R,English,USA,0
The R.M.,2003,101.0,500000.0,1111615.0,PG,English,USA,44
Twin Falls Idaho,1999,111.0,500000.0,985341.0,R,English,USA,180
Mean Creek,2004,90.0,500000.0,603943.0,R,English,USA,1000
Hurricane Streets,1997,86.0,500000.0,334041.0,R,English,USA,51
Never Again,2001,98.0,500000.0,295468.0,R,English,USA,139
Civil Brand,2002,91.0,500000.0,243347.0,R,English,USA,86
Lonesome Jim,2005,91.0,500000.0,154077.0,R,English,USA,238
Drinking Buddies,2013,90.0,,342936.0,R,English,USA,0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,88.0,500000.0,151389.0,,English,USA,590
Seven Samurai,1954,202.0,2000000.0,269061.0,Unrated,Japanese,Japan,11000
The Other Dream Team,2012,89.0,500000.0,133778.0,Not Rated,English,USA,0
Johnny Suede,1991,97.0,500000.0,,R,English,Switzerland,344
Finishing the Game: The Search for a New Bruce Lee,2007,84.0,500000.0,52850.0,Not Rated,English,USA,155
Rubber,2010,82.0,500000.0,98017.0,R,English,France,46000
Kiss the Bride,2007,100.0,500000.0,31937.0,R,English,USA,60
The Slaughter Rule,2002,112.0,500000.0,13134.0,R,English,USA,183
Monsters,2010,94.0,500000.0,237301.0,R,English,UK,19000
The Californians,2005,87.0,,,PG,English,USA,29
The Living Wake,2007,91.0,500000.0,12055.0,PG-13,English,USA,339
Detention of the Dead,2012,87.0,500000.0,1332.0,Not Rated,English,USA,898
Crazy Stone,2006,98.0,3000000.0,,,Mandarin,China,23
Scott Walker: 30 Century Man,2006,95.0,500000.0,,,English,UK,808
Everything Put Together,2000,87.0,100000.0,,R,English,USA,22
Good Kill,2014,102.0,,316842.0,R,English,USA,0
Insomnia Manica,2005,127.0,500000.0,,,English,USA,0
The Outrageous Sophie Tucker,2014,96.0,500000.0,,,English,USA,16
Now Is Good,2012,103.0,,,PG-13,English,UK,0
Girls Gone Dead,2012,104.0,500000.0,,R,English,USA,0
America Is Still the Place,2015,90.0,,,,English,USA,337
Subconscious,2015,122.0,,,R,English,USA,353
Enter Nowhere,2011,90.0,500000.0,,R,English,USA,701
The King of Najayo,2012,101.0,500000.0,,R,Spanish,Dominican Republic,126
Fight to the Finish,2016,94.0,150000.0,,PG-13,English,USA,381
